work_year,experience_level,job_title,salary_in_usd
2025,MI,Business Intelligence Developer,117811
2025,MI,Business Intelligence Developer,76003
2025,SE,Data Engineer,47368
2025,SE,Data Engineer,42105
2025,MI,Data Engineer,183100
2025,MI,Data Engineer,98900
2025,MI,Data Governance,40421
2025,MI,Data Governance,36631
2025,SE,Software Engineer,239000
2025,SE,Software Engineer,161000
2025,SE,Manager,183580
2025,SE,Manager,111260
2025,SE,Manager,211180
2025,SE,Manager,127890
2025,EN,Data Scientist,93230
2025,EN,Data Scientist,71214
2025,SE,Data Analyst,101500
2025,SE,Data Analyst,54500
2025,MI,Data Scientist,128600
2025,MI,Data Scientist,62800
2025,MI,Data Manager,128800
2025,MI,Data Manager,75200
2025,MI,Manager,419750
2025,MI,Manager,220000
2025,SE,Data Scientist,227700
2025,SE,Data Scientist,151800
2025,SE,Data Scientist,234000
2025,SE,Data Scientist,138911
2025,SE,Data Scientist,160440
2025,SE,Data Scientist,87120
2025,SE,Data Scientist,234000
2025,SE,Data Scientist,138911
2025,SE,Data Scientist,234000
2025,SE,Data Scientist,142243
2025,SE,Technical Lead,184920
2025,SE,Technical Lead,123280
2025,MI,Software Engineer,113000
2025,MI,Software Engineer,74000
2025,SE,Data Architect,220000
2025,SE,Data Architect,96600
2025,SE,Data Architect,220000
2025,SE,Data Architect,202093
2025,SE,Data Engineer,105063
2025,SE,Data Engineer,86075
2025,EN,Data Analyst,137000
2025,EN,Data Analyst,60400
2025,SE,Data Analyst,155000
2025,SE,Data Analyst,80000
2025,SE,Data Analyst,202000
2025,SE,Data Analyst,138911
2025,MI,Engineer,107104
2025,MI,Engineer,80449
2025,SE,Software Engineer,310500
2025,SE,Software Engineer,164000
2025,MI,Manager,202000
2025,MI,Manager,112655
2025,SE,Analyst,102000
2025,SE,Analyst,46988
2025,MI,Data Scientist,213200
2025,MI,Data Scientist,129200
2025,MI,Data Analyst,95000
2025,MI,Data Analyst,63400
2025,MI,Engineer,114000
2025,MI,Engineer,104000
2025,MI,Data Engineer,176000
2025,MI,Data Engineer,72700
2025,EN,Data Quality Analyst,100000
2025,EN,Data Quality Analyst,90000
2025,SE,Data Architect,48353
2025,SE,Data Architect,48353
2025,SE,Technical Lead,215000
2025,SE,Technical Lead,180000
2025,SE,Analyst,135000
2025,SE,Analyst,89000
2025,SE,Lead Analyst,135400
2025,SE,Lead Analyst,77400
2025,MI,AI Engineer,275000
2025,MI,AI Engineer,150000
2025,SE,AI Engineer,170000
2025,SE,AI Engineer,150000
2025,SE,Data Engineer,151500
2025,SE,Data Engineer,90400
2025,SE,Software Engineer,226000
2025,SE,Software Engineer,155000
2025,EN,Data Specialist,54000
2025,EN,Data Specialist,54000
2025,SE,Software Engineer,150000
2025,SE,Software Engineer,130000
2025,SE,Product Manager,281000
2025,SE,Product Manager,204000
2025,SE,Machine Learning Engineer,225000
2025,SE,Machine Learning Engineer,150000
2025,EN,Data Analyst,125000
2025,EN,Data Analyst,83000
2025,EN,Data Analyst,180000
2025,EN,Data Analyst,150000
2025,SE,Data Scientist,134500
2025,SE,Data Scientist,103600
2025,SE,Software Engineer,242500
2025,SE,Software Engineer,200000
2025,MI,Product Manager,111740
2025,MI,Product Manager,75500
2025,SE,Software Engineer,250000
2025,SE,Software Engineer,170000
2025,SE,Analyst,191500
2025,SE,Analyst,159800
2025,SE,Research Scientist,245000
2025,SE,Research Scientist,136000
2025,SE,Research Engineer,245000
2025,SE,Research Engineer,136000
2025,SE,Manager,150000
2025,SE,Manager,130000
2025,MI,Software Developer,178100
2025,MI,Software Developer,79000
2025,SE,Business Intelligence Analyst,150000
2025,SE,Business Intelligence Analyst,105000
2025,SE,Solutions Architect,247296
2025,SE,Solutions Architect,139776
2025,MI,Analyst,108200
2025,MI,Analyst,81400
2025,MI,Analyst,91900
2025,MI,Analyst,76900
2025,MI,Analyst,130000
2025,MI,Analyst,104000
2025,MI,Analyst,130000
2025,MI,Analyst,104000
2025,SE,Engineer,189873
2025,SE,Engineer,113924
2025,SE,Software Engineer,165000
2025,SE,Software Engineer,135000
2025,MI,Manager,150000
2025,MI,Manager,100000
2025,SE,Software Engineer,200000
2025,SE,Software Engineer,136000
2025,MI,Data Scientist,207965
2025,MI,Data Scientist,138643
2025,SE,Data Scientist,266000
2025,SE,Data Scientist,177000
2025,SE,Software Engineer,239000
2025,SE,Software Engineer,161000
2025,SE,Software Engineer,239000
2025,SE,Software Engineer,161000
2025,MI,Data Analyst,90000
2025,MI,Data Analyst,60000
2025,MI,Data Analyst,90000
2025,MI,Data Analyst,60000
2025,EN,Data Analyst,98000
2025,EN,Data Analyst,83000
2025,EN,Data Analyst,123625
2025,EN,Data Analyst,77265
2025,MI,Data Analyst,110000
2025,MI,Data Analyst,78000
2025,MI,Data Engineer,115000
2025,MI,Data Engineer,85000
2025,SE,Software Engineer,239000
2025,SE,Software Engineer,161000
2025,MI,Software Engineer,208800
2025,MI,Software Engineer,98300
2025,SE,Engineering Manager,337000
2025,SE,Engineering Manager,237000
2025,MI,Engineer,239000
2025,MI,Engineer,161000
2025,SE,Software Engineer,141000
2025,SE,Software Engineer,108000
2025,EN,Data Analyst,112370
2025,EN,Data Analyst,68640
2025,SE,Software Engineer,37894
2025,SE,Software Engineer,30315
2025,SE,Data Engineer,221000
2025,SE,Data Engineer,161000
2025,SE,MLOps Engineer,209000
2025,SE,MLOps Engineer,152000
2025,SE,Manager,240400
2025,SE,Manager,137400
2025,SE,Business Intelligence Engineer,108500
2025,SE,Business Intelligence Engineer,78800
2025,SE,Associate,111500
2025,SE,Associate,67500
2025,SE,Solution Architect,248700
2025,SE,Solution Architect,155700
2025,EN,Analyst,70000
2025,EN,Analyst,60000
2025,MI,Manager,126000
2025,MI,Manager,68000
2025,SE,Data Analyst,165400
2025,SE,Data Analyst,106700
2025,SE,Data Analyst,132400
2025,SE,Data Analyst,88300
2025,SE,Data Analyst,172000
2025,SE,Data Analyst,75600
2025,SE,Software Engineer,180000
2025,SE,Software Engineer,90000
2025,SE,Manager,269900
2025,SE,Manager,143200
2025,MI,Data Engineer,170000
2025,MI,Data Engineer,130000
2025,MI,Software Engineer,252000
2025,MI,Software Engineer,168000
2025,MI,Engineer,212800
2025,MI,Engineer,136000
2025,EN,Data Analyst,17394
2025,EN,Data Analyst,15347
2025,SE,Data Scientist,89873
2025,SE,Data Scientist,89873
2025,SE,Software Engineer,252000
2025,SE,Software Engineer,168000
2025,SE,Software Engineer,252000
2025,SE,Software Engineer,168000
2025,SE,Engineer,168480
2025,SE,Engineer,91520
2024,SE,Data Developer,131958
2024,SE,Data Developer,79175
2024,MI,Manager,280000
2024,MI,Manager,80000
2024,EN,Analytics Engineer,720000
2024,EN,Analytics Engineer,170000
2024,MI,Analytics Engineer,720000
2024,MI,Analytics Engineer,170000
2024,MI,Analytics Engineer,720000
2024,MI,Analytics Engineer,170000
2024,MI,Analytics Engineer,700000
2024,MI,Analytics Engineer,100000
2024,SE,Data Scientist,179000
2024,SE,Data Scientist,112000
2024,MI,Engineer,179000
2024,MI,Engineer,112000
2024,MI,Research Engineer,720000
2024,MI,Research Engineer,100000
2024,SE,Data and Reporting Analyst,113145
2024,SE,Data and Reporting Analyst,70715
2024,SE,Software Engineer,720000
2024,SE,Software Engineer,100000
2024,EN,Data Analyst,95347
2024,EN,Data Analyst,57200
2024,SE,Data Analyst,100000
2024,SE,Data Analyst,80000
2024,MI,Product Manager,725000
2024,MI,Product Manager,240000
2024,EN,Machine Learning Engineer,153615
2024,EN,Machine Learning Engineer,83153
2024,SE,Software Engineer,619000
2024,SE,Software Engineer,100000
2024,EN,Data Visualization Engineer,220000
2024,EN,Data Visualization Engineer,80000
2024,MI,Data Specialist,72000
2024,MI,Data Specialist,54000
2024,SE,Consultant,197500
2024,SE,Consultant,111100
2024,SE,Business Intelligence Developer,181896
2024,SE,Business Intelligence Developer,110240
2024,SE,Data Engineer,281000
2024,SE,Data Engineer,206000
2024,SE,Data Engineer,160000
2024,SE,Data Engineer,149200
2024,SE,Architect,203500
2024,SE,Architect,117700
2024,SE,Software Engineer,720000
2024,SE,Software Engineer,100000
2024,MI,Postdoctoral Fellow,80000
2024,MI,Postdoctoral Fellow,73588
2024,SE,Engineer,70533
2024,SE,Engineer,55200
2024,SE,Analyst,103100
2024,SE,Analyst,64000
2024,EN,Analyst,89600
2024,EN,Analyst,62400
2024,MI,Machine Learning Engineer,720000
2024,MI,Machine Learning Engineer,100000
2024,MI,Research Scientist,720000
2024,MI,Research Scientist,100000
2024,MI,Manager,400000
2024,MI,Manager,170000
2024,EN,Machine Learning Engineer,220000
2024,EN,Machine Learning Engineer,80000
2024,MI,Research Scientist,720000
2024,MI,Research Scientist,170000
2024,MI,Product Manager,197500
2024,MI,Product Manager,138500
2024,SE,Manager,122500
2024,SE,Manager,122500
2024,MI,Data Analyst,189900
2024,MI,Data Analyst,101800
2024,MI,Engineer,119000
2024,MI,Engineer,86500
2024,EN,Analyst,103576
2024,EN,Analyst,60927
2024,EN,Analyst,114400
2024,EN,Analyst,76800
2024,SE,Data Engineer,90000
2024,SE,Data Engineer,80000
2024,MI,Data Analyst,97100
2024,MI,Data Analyst,54000
2024,SE,Data Analyst,151700
2024,SE,Data Analyst,84300
2024,MI,Data Management Specialist,123000
2024,MI,Data Management Specialist,54000
2024,SE,Machine Learning Engineer,251500
2024,SE,Machine Learning Engineer,125700
2024,SE,Engineer,258750
2024,SE,Engineer,132000
2024,SE,Data Scientist,419750
2024,SE,Data Scientist,272000
2024,MI,Data Scientist,172000
2024,MI,Data Scientist,75600
2024,SE,Data Scientist,222480
2024,SE,Data Scientist,83430
2024,MI,Data Scientist,172000
2024,MI,Data Scientist,75600
2024,MI,Engineering Manager,419750
2024,MI,Engineering Manager,220000
2024,EN,Data Analyst,137000
2024,EN,Data Analyst,60400
2024,SE,Engineer,258750
2024,SE,Engineer,128000
2024,SE,Architect,201250
2024,SE,Architect,108000
2024,SE,Developer,304750
2024,SE,Developer,164000
2025,SE,Machine Learning Engineer,183580
2025,SE,Machine Learning Engineer,111260
2025,SE,Data Scientist,185000
2025,SE,Data Scientist,115000
2025,SE,Data Engineer,240500
2025,SE,Data Engineer,139100
2025,MI,Machine Learning Engineer,223600
2025,MI,Machine Learning Engineer,129300
2025,SE,Applied Scientist,323400
2025,SE,Applied Scientist,224900
2025,MI,Applied Scientist,223400
2025,MI,Applied Scientist,136000
2025,SE,Product Owner,160000
2025,SE,Product Owner,120000
2025,MI,Analyst,129780
2025,MI,Analyst,92700
2025,MI,Business Intelligence Engineer,183500
2025,MI,Business Intelligence Engineer,115500
2025,SE,Software Development Engineer,194688
2025,SE,Software Development Engineer,118976
2025,SE,Software Development Engineer,194688
2025,SE,Software Development Engineer,118976
2025,SE,Data Engineer,215000
2025,SE,Data Engineer,175000
2025,SE,Software Engineer,245000
2025,SE,Software Engineer,125000
2025,MI,Software Engineer,245000
2025,MI,Software Engineer,125000
2025,MI,Software Engineer,340000
2025,MI,Software Engineer,315000
2025,MI,Data Scientist,226000
2025,MI,Data Scientist,153700
2025,SE,Analytics Engineer,184250
2025,SE,Analytics Engineer,167500
2025,MI,Platform Engineer,226000
2025,MI,Platform Engineer,153700
2025,SE,Engineer,190000
2025,SE,Engineer,160000
2025,SE,Manager,262000
2025,SE,Manager,178200
2025,EN,Research Analyst,100000
2025,EN,Research Analyst,100000
2025,MI,Software Development Engineer,156000
2025,MI,Software Development Engineer,93600
2025,MI,Manager,190000
2025,MI,Manager,170000
2024,MI,Data Analyst,95000
2024,MI,Data Analyst,85000
2024,MI,Data Analyst,95000
2024,MI,Data Analyst,85000
2024,MI,Data Analyst,95000
2024,MI,Data Analyst,85000
2024,MI,Data Analyst,95000
2024,MI,Data Analyst,85000
2024,EN,Data Analyst,105000
2024,EN,Data Analyst,75000
2024,EN,Data Reporting Analyst,58000
2024,EN,Data Reporting Analyst,42000
2024,SE,Decision Scientist,225000
2024,SE,Decision Scientist,209000
2024,SE,Full Stack Engineer,220000
2024,SE,Full Stack Engineer,150000
2024,EN,Data Analyst,26666
2024,EN,Data Analyst,16000
2024,SE,Data Analyst,130100
2024,SE,Data Analyst,72400
2024,SE,Software Engineer,204100
2024,SE,Software Engineer,152200
2024,SE,Data Analyst,132400
2024,SE,Data Analyst,88300
2024,SE,Data Architect,220000
2024,SE,Data Architect,96600
2024,SE,Data Scientist,180000
2024,SE,Data Scientist,90000
2024,MI,Data Scientist,192400
2024,MI,Data Scientist,109000
2024,SE,Data Engineer,284280
2024,SE,Data Engineer,130295
2024,SE,Software Engineer,211180
2024,SE,Software Engineer,127890
2024,MI,Data Scientist,166320
2024,MI,Data Scientist,104080
2024,SE,Software Engineer,234500
2024,SE,Software Engineer,142140
2024,SE,Engineer,186350
2024,SE,Engineer,116550
2024,SE,Software Engineer,334600
2024,SE,Software Engineer,184000
2024,MI,Engineer,172000
2024,MI,Engineer,75600
2024,MI,Manager,155000
2024,MI,Manager,80000
2024,EN,Data Analyst,37275
2024,EN,Data Analyst,35411
2024,SE,Software Engineer,176000
2024,SE,Software Engineer,72700
2024,SE,Machine Learning Scientist,202750
2024,SE,Machine Learning Scientist,139800
2024,SE,Engineer,185000
2024,SE,Engineer,105100
2024,SE,Data Engineer,128950
2024,SE,Data Engineer,103200
2024,EN,Data Analyst,101527
2024,EN,Data Analyst,78175
2024,EN,Analyst,120452
2024,EN,Analyst,51393
2024,SE,Analyst,142133
2024,SE,Analyst,60643
2024,SE,Analyst,159264
2024,SE,Analyst,113760
2024,SE,Analyst,192417
2024,SE,Analyst,137441
2024,SE,Business Intelligence Engineer,238000
2024,SE,Business Intelligence Engineer,190000
2024,MI,Data Specialist,54000
2024,MI,Data Specialist,54000
2024,EN,Data Scientist,95000
2024,EN,Data Scientist,70000
2024,MI,Data Scientist,195000
2024,MI,Data Scientist,175000
2024,SE,Data Scientist,151800
2024,SE,Data Scientist,126900
2024,SE,Data Scientist,129100
2024,SE,Data Scientist,107800
2024,SE,Data Scientist,121253
2024,SE,Data Scientist,55155
2024,SE,Data Engineer,177341
2024,SE,Data Engineer,177341
2024,SE,Data Engineer,273700
2024,SE,Data Engineer,103700
2024,SE,Data Engineer,265000
2024,SE,Data Engineer,164000
2024,SE,Machine Learning Engineer,303400
2024,SE,Machine Learning Engineer,216700
2024,SE,Software Engineer,300000
2024,SE,Software Engineer,270000
2024,SE,Engineer,185000
2024,SE,Engineer,129000
2024,SE,Manager,178290
2024,SE,Manager,141418
2024,SE,Solutions Architect,247296
2024,SE,Solutions Architect,139776
2024,SE,Research Scientist,300000
2024,SE,Research Scientist,176000
2024,EN,Analyst,97500
2024,EN,Analyst,72200
2024,EN,Analyst,79900
2024,EN,Analyst,59200
2024,MI,Applied Scientist,223400
2024,MI,Applied Scientist,136000
2024,SE,Consultant,180000
2024,SE,Consultant,100000
2024,SE,Machine Learning Engineer,372400
2024,SE,Machine Learning Engineer,266000
2024,SE,Software Engineer,225000
2024,SE,Software Engineer,150000
2024,SE,Product Manager,215000
2024,SE,Product Manager,134500
2024,MI,Engineer,220000
2024,MI,Engineer,140000
2024,SE,Technical Lead,346000
2024,SE,Technical Lead,320000
2024,MI,Engineering Manager,250000
2024,MI,Engineering Manager,230000
2024,MI,Product Manager,211000
2024,MI,Product Manager,142000
2024,SE,Software Engineer,200000
2024,SE,Software Engineer,136000
2024,SE,Software Engineer,200000
2024,SE,Software Engineer,136000
2024,MI,Data Engineer,154460
2024,MI,Data Engineer,92684
2024,MI,Data Scientist,154460
2024,MI,Data Scientist,92684
2024,MI,Data Scientist,158000
2024,MI,Data Scientist,108000
2024,SE,Data Scientist,199700
2024,SE,Data Scientist,108100
2024,MI,Data Scientist,56250
2024,MI,Data Scientist,50000
2024,SE,Manager,153200
2024,SE,Manager,102200
2024,SE,Software Engineer,284000
2024,SE,Software Engineer,189000
2024,SE,Analyst,90000
2024,SE,Analyst,75000
2024,MI,Research Scientist,85000
2024,MI,Research Scientist,70000
2024,MI,Data Product Manager,150000
2024,MI,Data Product Manager,130000
2024,EN,Data Analyst,90000
2024,EN,Data Analyst,70000
2024,SE,Data Analyst,135800
2024,SE,Data Analyst,84500
2024,SE,Data Architect,140000
2024,SE,Data Architect,125000
2024,MI,Data Engineer,125000
2024,MI,Data Engineer,115000
2024,SE,Data Engineer,170000
2024,SE,Data Engineer,126900
2024,SE,Software Engineer,227950
2024,SE,Software Engineer,126100
2024,MI,Data Specialist,61500
2024,MI,Data Specialist,49500
2024,SE,Data Analyst,121300
2024,SE,Data Analyst,67400
2024,SE,Engineer,280000
2024,SE,Engineer,190000
2024,SE,Engineer,185000
2024,SE,Engineer,160000
2024,SE,Analyst,190000
2024,SE,Analyst,150000
2024,EN,Data Analyst,105000
2024,EN,Data Analyst,75000
2024,SE,Data Engineer,198440
2024,SE,Data Engineer,116100
2024,SE,Data Scientist,220000
2024,SE,Data Scientist,178000
2024,SE,Software Engineer,213000
2024,SE,Software Engineer,177000
2024,EX,Data Engineer,64444
2024,EX,Data Engineer,53333
2024,SE,Data Analyst,90000
2024,SE,Data Analyst,75000
2024,SE,Machine Learning Engineer,250200
2024,SE,Machine Learning Engineer,117200
2024,MI,Machine Learning Engineer,206500
2024,MI,Machine Learning Engineer,147500
2024,SE,Manager,210000
2024,SE,Manager,152800
2024,SE,Data Architect,230000
2024,SE,Data Architect,200000
2024,SE,Data Engineer,120000
2024,SE,Data Engineer,95000
2024,MI,Data Engineer,110200
2024,MI,Data Engineer,61200
2024,MI,Data Governance Analyst,133500
2024,MI,Data Governance Analyst,92900
2024,SE,AI Engineer,230000
2024,SE,AI Engineer,185000
2024,MI,Data Specialist,100000
2024,MI,Data Specialist,74080
2024,MI,Data Analyst,160000
2024,MI,Data Analyst,110000
2024,EN,Data Analyst,97100
2024,EN,Data Analyst,54000
2024,SE,Data Analyst,121300
2024,SE,Data Analyst,67400
2024,EN,Data Analyst,89300
2024,EN,Data Analyst,68000
2024,MI,Business Intelligence Engineer,130100
2024,MI,Business Intelligence Engineer,72400
2024,SE,Solutions Engineer,204700
2024,SE,Solutions Engineer,115700
2024,MI,Software Developer,208800
2024,MI,Software Developer,98300
2024,SE,Analyst,138500
2024,SE,Analyst,114000
2024,SE,Analyst,123076
2024,SE,Analyst,92307
2024,SE,Systems Engineer,261000
2024,SE,Systems Engineer,174000
2024,MI,Manager,191600
2024,MI,Manager,103500
2024,MI,Manager,135000
2024,MI,Manager,120000
2024,SE,Solution Architect,180000
2024,SE,Solution Architect,130000
2024,MI,Engineering Manager,237000
2024,MI,Engineering Manager,199000
2024,SE,Data Scientist,188500
2024,SE,Data Scientist,153900
2024,SE,AI Engineer,199700
2024,SE,AI Engineer,165100
2024,MI,AI Engineer,167500
2024,MI,AI Engineer,138500
2024,SE,AI Engineer,199700
2024,SE,AI Engineer,174900
2024,SE,Data Engineer,214200
2024,SE,Data Engineer,187700
2024,SE,Data Engineer,188500
2024,SE,Data Engineer,165100
2024,SE,Data Engineer,188500
2024,SE,Data Engineer,165100
2024,SE,Software Engineer,283800
2024,SE,Software Engineer,248700
2024,SE,Data Engineer,194800
2024,SE,Data Engineer,170700
2024,SE,Data Quality Engineer,203275
2024,SE,Data Quality Engineer,112450
2024,SE,Data Engineer,188500
2024,SE,Data Engineer,165100
2024,MI,Data Engineer,78336
2024,MI,Data Engineer,55955
2024,SE,Data Engineer,180200
2024,SE,Data Engineer,148949
2024,SE,Engineer,283800
2024,SE,Engineer,234700
2024,SE,Data Architect,212900
2024,SE,Data Architect,121700
2024,SE,Data Architect,183015
2024,SE,Data Architect,104580
2024,SE,Machine Learning Engineer,246000
2024,SE,Machine Learning Engineer,132400
2024,SE,Solutions Architect,230000
2024,SE,Solutions Architect,120000
2024,EN,Data Analyst,72534
2024,EN,Data Analyst,51810
2024,MI,Data Analyst,72534
2024,MI,Data Analyst,51810
2024,EN,Data Analyst,62186
2024,EN,Data Analyst,44419
2024,SE,Data Scientist,251500
2024,SE,Data Scientist,125700
2024,MI,Data Scientist,84603
2024,MI,Data Scientist,60431
2024,MI,Data Scientist,105295
2024,MI,Data Scientist,70197
2024,SE,Associate,135400
2024,SE,Associate,118700
2024,SE,Analyst,120900
2024,SE,Analyst,115900
2024,SE,Analyst,129723
2024,SE,Analyst,86482
2024,SE,Data Engineer,151900
2024,SE,Data Engineer,101300
2024,SE,Software Engineer,310300
2024,SE,Software Engineer,206900
2024,SE,Software Engineer,341500
2024,SE,Software Engineer,227700
2024,SE,Insight Analyst,170300
2024,SE,Insight Analyst,113500
2024,SE,Data Management Analyst,150500
2024,SE,Data Management Analyst,100300
2024,SE,Data Management Analyst,105400
2024,SE,Data Management Analyst,70200
2024,MI,Software Engineer,165500
2024,MI,Software Engineer,89400
2024,SE,Software Engineer,206000
2024,SE,Software Engineer,137400
2024,MI,Systems Engineer,115800
2024,MI,Systems Engineer,77200
2024,EN,Research Scientist,122000
2024,EN,Research Scientist,90000
2024,SE,Data Governance Analyst,150600
2024,SE,Data Governance Analyst,95800
2024,SE,Applied Scientist,350000
2024,SE,Applied Scientist,240100
2024,SE,Product Designer,209700
2024,SE,Product Designer,123300
2024,SE,Machine Learning Engineer,246500
2024,SE,Machine Learning Engineer,151000
2024,MI,Consultant,169000
2024,MI,Consultant,121000
2024,SE,Consultant,208000
2024,SE,Consultant,151000
2024,EN,Software Development Engineer,144040
2024,EN,Software Development Engineer,86260
2024,SE,Research Scientist,300000
2024,SE,Research Scientist,176000
2024,MI,Data Specialist,173233
2024,MI,Data Specialist,127200
2024,EN,Data Analyst,50000
2024,SE,Principal Software Architect,250000
